id,click,hour,C1,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C14,C15,C16,C17,C18,C19,C20,C21
1.01E+19,0,14102100,1005,0,cdd3448e,295551a1,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,9c6c9f56,649e7a14,1,0,18993,320,50,2161,0,35,-1,157
1.01E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,8e3c0f9f,d787e91b,1,0,15706,320,50,1722,0,35,-1,79
1.01E+19,1,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,858b7103,d787e91b,1,0,15699,320,50,1722,0,35,100084,79
1.01E+19,0,14102100,1005,0,7fa5a4d1,be62281e,76b2941d,ecad2386,7801e8d9,07d7df22,a99f214a,67cb6ce5,8a4875bd,1,0,18993,320,50,2161,0,35,-1,157
1.01E+19,0,14102100,1002,0,9e8e8d09,16a36ef3,50e219e0,ecad2386,7801e8d9,07d7df22,c1fc06ab,1549bfb0,a251af39,0,0,17081,320,50,1921,3,47,100077,23
1.01E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,40728484,1aa0e912,1,0,15702,320,50,1722,0,35,-1,79
1.01E+19,0,14102100,1005,1,0eb72673,d2f72222,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,33c82d07,80f61b6e,1,0,19771,320,50,2227,0,687,100081,48
1.01E+19,0,14102100,1005,1,5ee41ff2,17d996e6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,6a67b4b8,76dc4769,1,0,16920,320,50,1899,0,431,100081,117
1.01E+19,1,14102100,1001,0,81bf62aa,c4e18dd6,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,cee38188,f07e20f8,1,0,20153,320,50,2307,3,163,100020,61
1.01E+19,0,14102100,1002,0,db45d754,59fdbcde,50e219e0,ecad2386,7801e8d9,07d7df22,d2d09628,8c7041a6,4c32e689,0,0,20366,320,50,2333,0,39,-1,157
1.01E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,488a9a3e,5096d134,1,0,15699,320,50,1722,0,35,-1,79
1.01E+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,26495235,99e427c9,1,0,21611,320,50,2480,3,297,100111,61
1.01E+19,0,14102100,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,21b85ad9,c6263d8a,1,0,17753,320,50,1993,2,1063,-1,33
1.01E+19,0,14102100,1002,0,85f751fd,c4e18dd6,50e219e0,a37bf1e4,7801e8d9,07d7df22,d71b9391,5dd124f3,08ac11ab,0,0,15706,320,50,1722,0,35,-1,79
1.01E+19,1,14102100,1005,1,c63170c5,a9bba545,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b4a0ec64,3e7932d7,1,0,19772,320,50,2227,0,687,100079,48
1.01E+19,0,14102100,1010,1,85f751fd,c4e18dd6,50e219e0,c7f29df3,7801e8d9,0f2161f8,24c3c3fe,ee1d2fbb,ee007ad3,4,0,21665,320,50,2493,3,35,-1,117
1.01E+18,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,0acbeaa3,45a51db4,f95efa07,a99f214a,ae5e2f5a,8a4875bd,1,0,20596,320,50,2161,0,35,-1,157
1.01E+19,0,14102100,1005,1,43d6df75,27e3c518,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ceffea69,c144e605,1,0,15706,320,50,1722,0,35,-1,79
1.01E+19,0,14102100,1005,0,529a2583,10cfed0c,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,f57b25f0,36c59264,1,0,20362,320,50,2333,0,39,100079,157
1.01E+19,0,14102100,1005,0,2328ee8e,7804dea6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,7420b2f5,c4cff2ea,1,0,20352,320,50,2333,0,39,-1,157
1.01E+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,48476725,d9b5648e,0f2161f8,a99f214a,23252375,aad45b01,1,0,20984,320,50,2371,0,551,100215,46
1.01E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,7e261d38,81b42528,1,0,15702,320,50,1722,0,35,100084,79
1.01E+19,0,14102100,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,30322df5,9fef9da8,1,0,19772,320,50,2227,0,687,-1,48
1.01E+19,0,14102100,1005,0,6423a528,b4082c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,719a71d0,4ea23a13,1,0,18993,320,50,2161,0,35,100210,157
1.01E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,e56d04ce,04f5b394,1,0,15704,320,50,1722,0,35,-1,79
1.01E+19,1,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,f717d071,8a4875bd,1,0,15704,320,50,1722,0,35,-1,79
1.01E+19,0,14102100,1010,1,85f751fd,c4e18dd6,50e219e0,49227c50,7801e8d9,0f2161f8,fc04323d,d10993e1,f07e20f8,4,3,21665,320,50,2493,3,35,-1,117
1.01E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,f9d1e4f2,f39b265e,1,0,15701,320,50,1722,0,35,100084,79
1.01E+19,0,14102100,1002,0,34d1d55f,97df357a,50e219e0,ecad2386,7801e8d9,07d7df22,53c581eb,bc7b50e0,43e7b962,0,0,20170,300,50,2312,0,167,100075,16
1.01E+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,ccf5f4a1,adcb08ec,7abbbd5c,1,0,20633,320,50,2374,3,39,-1,23
1.01E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,a8b5d6a6,3bd9e8e7,1,0,15707,320,50,1722,0,35,100083,79
1.01E+19,0,14102100,1005,1,85f751fd,c4e18dd6,50e219e0,d644e4e7,2347f47a,0f2161f8,a99f214a,b881cdcc,25e362e2,1,0,17212,320,50,1887,3,39,100202,23
1.01E+19,0,14102100,1002,0,eff5abd6,44eebc70,50e219e0,ecad2386,7801e8d9,07d7df22,e1217f53,d05532c3,bfc67184,0,0,16920,320,50,1899,0,431,100077,117
1.01E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,88d004bc,3bd9e8e7,1,0,15703,320,50,1722,0,35,-1,79
1.01E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,8a014cbb,1ccc7835,1,0,15708,320,50,1722,0,35,-1,79
1.01E+19,1,14102100,1005,0,7697ed3e,c1aa3c04,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,f3ecf4b7,1f0bc64f,1,0,20352,320,50,2333,0,39,-1,157
1.01E+19,0,14102100,1010,1,85f751fd,c4e18dd6,50e219e0,ffc6ffd0,7801e8d9,0f2161f8,1b190e80,ee2ccecf,ecb851b2,4,0,21665,320,50,2493,3,35,-1,117
1.01E+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,e96166c7,2347f47a,0f2161f8,eef23628,9fbe4c96,84ebbcd4,1,0,16989,320,50,1926,2,39,-1,13
1.01E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,c3da72c8,8a4875bd,1,0,15701,320,50,1722,0,35,-1,79
1.01E+19,0,14102100,1005,0,030440fe,08ba7db9,76b2941d,ecad2386,7801e8d9,07d7df22,a99f214a,0e4cbdcf,d787e91b,1,0,20596,320,50,2161,0,35,-1,157
1.01E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,c914c204,1ccc7835,1,0,15705,320,50,1722,0,35,-1,79
1.01E+19,0,14102100,1005,0,030440fe,08ba7db9,76b2941d,ecad2386,7801e8d9,07d7df22,a99f214a,2e6727a2,1f0bc64f,1,0,20596,320,50,2161,0,35,-1,157
1.01E+19,0,14102100,1005,0,f282ab5a,61eb5bc4,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,3bf85cf4,f063b808,1,0,18993,320,50,2161,0,35,-1,157
1.01E+19,0,14102100,1010,1,85f751fd,c4e18dd6,50e219e0,ffc6ffd0,7801e8d9,0f2161f8,a96a47c0,96db84ee,b4196eca,4,0,21665,320,50,2493,3,35,-1,117
1.01E+19,0,14102100,1005,0,4bf5bbe2,6b560cc1,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,9a40bf2a,e7ff95ad,1,2,18095,320,50,2060,3,39,-1,23
1.01E+18,0,14102100,1005,0,12fb4121,6b59f079,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,3e918e33,1f0bc64f,1,0,16615,320,50,1863,3,39,100119,23
1.01E+19,0,14102100,1010,1,85f751fd,c4e18dd6,50e219e0,ffc6ffd0,7801e8d9,0f2161f8,a38955ef,10d293fe,f07e20f8,4,0,21665,320,50,2493,3,35,-1,117
1.01E+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,51cedd4e,aefc06bd,0f2161f8,a99f214a,50d510f0,bbeedfee,1,0,18648,320,50,1092,3,1835,100156,61
1.01E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,1cf29716,cab7ad1c,1,0,15703,320,50,1722,0,35,-1,79
1.01E+18,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,20219b54,5096d134,1,0,15706,320,50,1722,0,35,100084,79
1.01E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,66ee8267,8a4875bd,1,0,15703,320,50,1722,0,35,-1,79
1.01E+19,0,14102100,1005,0,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,52eaacbe,d787e91b,1,0,17914,320,50,2043,2,39,-1,32
1.01E+19,0,14102100,1005,0,f282ab5a,61eb5bc4,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,79f76743,520ca87c,1,0,20596,320,50,2161,0,35,-1,157
1.01E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,36670861,8a4875bd,1,0,15699,320,50,1722,0,35,100084,79
1.01E+19,0,14102100,1002,0,84c7ba46,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,5db4740d,4f42c5c0,cf19f7f7,0,0,21660,320,50,2446,3,171,100228,156
1.01E+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,7fa36457,832f8a30,84ebbcd4,1,0,4687,320,50,423,2,39,100148,32
1.01E+19,1,14102100,1010,1,85f751fd,c4e18dd6,50e219e0,c776ba2a,7801e8d9,0f2161f8,01d995aa,4ba68400,ecb851b2,4,0,21311,320,50,2449,0,163,100105,91
1.01E+17,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,9b1fe278,3bd9e8e7,1,0,15703,320,50,1722,0,35,-1,79
1.01E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,19daa550,a76c4b0a,1,0,15706,320,50,1722,0,35,-1,79
1.01E+19,0,14102100,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a7721a17,a9e0c3ab,1,0,18945,320,50,2153,3,427,100062,61
1.01E+19,1,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,c6563308,3bd9e8e7,1,0,15701,320,50,1722,0,35,-1,79
1.01E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,cd3c8548,8a4875bd,1,0,15701,320,50,1722,0,35,100084,79
1.01E+19,0,14102100,1005,0,6256f5b4,28f93029,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,5d34e1e6,cd5b1559,1,2,16859,320,50,1887,3,39,-1,23
1.01E+19,0,14102100,1005,1,11944c42,1a02dd86,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,f40a004b,900981af,1,2,20596,320,50,2161,0,35,-1,157
1.01E+19,0,14102100,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,28b8568a,fce66524,1,0,20352,320,50,2333,0,39,100079,157
1.01E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,433bff52,d17a0181,1,0,15702,320,50,1722,0,35,-1,79
1.01E+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,0acbeaa3,45a51db4,f95efa07,a99f214a,74e435bd,5e12edef,1,0,18993,320,50,2161,0,35,100034,157
1.01E+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,925db399,d9b5648e,0f2161f8,a99f214a,c37fc02d,f4fffcd0,1,0,20984,320,50,2371,0,551,100215,46
1.01E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,884297d2,8b1aa260,1,0,15702,320,50,1722,0,35,-1,79
1.01E+19,0,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,50d86760,d787e91b,1,0,20366,320,50,2333,0,39,-1,157
1.01E+18,0,14102100,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b34a612b,779d90c2,1,0,17037,320,50,1934,2,39,-1,16
1.01E+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,60c3edaa,51518a1d,711ee120,1,3,15707,320,50,1722,0,35,100083,79
1.01E+19,0,14102100,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,3e2ba379,08684f7e,1,0,20363,216,36,2333,0,39,-1,157
1.01E+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,51cedd4e,aefc06bd,0f2161f8,a99f214a,b9000042,bbeedfee,1,0,19743,320,50,2264,3,427,100000,61
1.01E+19,0,14102100,1005,0,030440fe,08ba7db9,76b2941d,ecad2386,7801e8d9,07d7df22,a99f214a,37366cbf,7abbbd5c,1,0,18993,320,50,2161,0,35,-1,157
1.01E+18,0,14102100,1002,0,763a42b5,4c26e9ba,50e219e0,ecad2386,7801e8d9,07d7df22,6c7653a2,66d8a1c3,23c526cf,0,0,16920,320,50,1899,0,431,-1,117
1.01E+19,0,14102100,1005,1,e5c60a05,7256c623,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,5f025eb2,1b4a6f26,1,0,16858,320,50,1887,3,39,100194,23
1.01E+19,0,14102100,1002,0,6b175d24,a1b0ebd0,50e219e0,ecad2386,7801e8d9,07d7df22,77b47d08,28326237,d9d47e05,0,0,15700,300,50,1722,0,35,100084,79
1.01E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,d0f2a45d,d787e91b,1,0,15703,320,50,1722,0,35,100083,79
1.01E+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,5e3f096f,2347f47a,0f2161f8,a99f214a,329001c3,3bc193db,1,0,21611,320,50,2480,3,297,100111,61
1.01E+19,0,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,3d92931a,9ea0eb04,1,0,20362,320,50,2333,0,39,-1,157
1.01E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,75bb1b58,2ee63ff8,1,0,15701,320,50,1722,0,35,-1,79
1.01E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,a1e71f50,711ee120,1,0,15704,320,50,1722,0,35,100083,79
1.01E+19,0,14102100,1005,0,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,958b1639,84ebbcd4,1,0,15703,320,50,1722,0,35,-1,79
1.01E+19,0,14102100,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,de605ba1,836d2439,1,0,17037,320,50,1934,2,39,-1,16
1.01E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,54d0fa93,8a4875bd,1,0,15708,320,50,1722,0,35,-1,79
1.01E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,16ce68dc,76dc4769,1,0,15708,320,50,1722,0,35,-1,79
1.01E+18,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,1c0467d6,1ccc7835,1,0,20634,320,50,2374,3,39,-1,23
1.01E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,d6fbbc94,8a4875bd,1,0,15706,320,50,1722,0,35,100084,79
1.01E+18,0,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,99c72809,d787e91b,1,0,20366,320,50,2333,0,39,-1,157
1.01E+19,1,14102100,1005,1,43d6df75,27e3c518,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,11232d29,1df52df3,1,0,15701,320,50,1722,0,35,-1,79
1.01E+19,0,14102100,1005,0,d7f3460b,f7570339,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,5b29b077,05b9fa1b,1,0,16859,320,50,1887,3,39,-1,23
1.01E+19,1,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,06d5e7ba,ecb851b2,1,0,15707,320,50,1722,0,35,-1,79
1.01E+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,39947756,2347f47a,cef3e649,a638eda2,9ad1de09,d6e0e6ff,1,2,18993,320,50,2161,0,35,100148,157
1.01E+19,0,14102100,1005,0,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,0489ce3f,d787e91b,1,0,17914,320,50,2043,2,39,-1,32
1.01E+19,1,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,676617bf,5096d134,1,0,15701,320,50,1722,0,35,-1,79
1.01E+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,fe4939cc,93a90f85,1,0,21611,320,50,2480,3,297,100111,61
1.01E+19,0,14102100,1010,1,85f751fd,c4e18dd6,50e219e0,0d50fd9b,7801e8d9,75d80bbe,5d03585e,512cc5f3,f07e20f8,4,0,16859,320,50,1887,3,39,100202,23
1.01E+19,0,14102100,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,9a8d64dc,ecb851b2,1,0,16858,320,50,1887,3,39,-1,23
1.01E+19,0,14102100,1005,0,93eaba74,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,9ecea3b9,84ebbcd4,1,0,17653,300,250,1994,2,39,100084,33
1.01E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,8107f68f,f39b265e,1,0,15705,320,50,1722,0,35,100083,79
1.01E+19,0,14102100,1005,1,0c2fe9d6,27e3c518,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,a498950e,d787e91b,1,0,16208,320,50,1800,3,167,100079,23
1.01E+19,0,14102100,1005,0,f282ab5a,61eb5bc4,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,9be1a212,8a4875bd,1,0,20596,320,50,2161,0,35,-1,157
1.01E+19,1,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,086ef670,a5bce124,1,0,15704,320,50,1722,0,35,-1,79
1.01E+19,0,14102100,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,eb635d52,0b3a28f0,1,0,17264,320,50,1872,3,39,-1,23
1.01E+18,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ec0b54e6,375c3d47,1,0,15699,320,50,1722,0,35,100084,79
1.01E+19,0,14102100,1005,0,f9c69707,e16ceb4b,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,699f5c4e,779d90c2,1,0,19665,320,50,2253,2,303,-1,52
1.01E+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,1779deee,2347f47a,f95efa07,a99f214a,51bbf8bd,b3f4c8ce,1,0,18936,320,50,1926,2,39,-1,13
1.01E+19,1,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,3c803b92,d9b5648e,0f2161f8,a99f214a,4a48439f,f51246a7,1,0,20751,320,50,1895,0,681,100028,101
1.01E+19,0,14102100,1005,0,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,ba0ec695,1aa0e912,1,0,17914,320,50,2043,2,39,-1,32
1.01E+18,0,14102100,1005,1,43d6df75,27e3c518,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,d9bfd392,fbec56bc,1,0,15707,320,50,1722,0,35,-1,79
1.01E+18,0,14102100,1005,1,43d6df75,27e3c518,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,08042a4a,a1a7a957,1,0,9461,320,50,901,3,1315,-1,61
1.01E+19,1,14102100,1005,0,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e3404dc7,36a30aeb,1,0,15701,320,50,1722,0,35,100084,79
1.01E+19,0,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,ac2e0d7c,3223bcfe,1,0,20362,320,50,2333,0,39,-1,157
1.01E+19,0,14102100,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,cbf624b0,84ebbcd4,1,0,20359,216,36,2333,0,39,-1,157
1.01E+19,0,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,3f57579a,eec2bad8,1,0,20362,320,50,2333,0,39,-1,157
1.01E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,a326c496,794346bd,1,2,15703,320,50,1722,0,35,100083,79
1.01E+19,0,14102100,1005,0,d6137915,bb1ef334,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d1666604,8a4875bd,1,0,16920,320,50,1899,0,431,100077,117
1.01E+19,1,14102100,1005,0,52c67a67,c4d600ad,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,292490a0,2c85d13a,1,0,19665,320,50,2253,2,303,-1,52
1.01E+18,1,14102100,1005,0,38217daf,449497bc,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e1a589b1,be6db1d7,1,0,20346,300,250,2331,2,39,-1,23
1.01E+19,0,14102100,1002,0,61a8c644,948ff336,50e219e0,ecad2386,7801e8d9,07d7df22,01e47a3d,e30e04df,5be1ba3d,0,0,19665,320,50,2253,2,303,-1,52
1.01E+17,0,14102100,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,4e2613b6,36d749e5,1,0,17653,300,250,1994,2,39,-1,33
1.01E+19,0,14102100,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,b860fec3,1f0bc64f,1,0,17653,300,250,1994,2,39,-1,33
1.01E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,2ab49a36,8ce34352,1,0,15704,320,50,1722,0,35,100084,79
1.01E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,51cc26b0,23885c9e,1,0,15703,320,50,1722,0,35,-1,79
1.01E+19,0,14102100,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,406cd736,4ea23a13,1,0,20352,320,50,2333,0,39,-1,157
1.01E+19,1,14102100,1002,0,85f751fd,c4e18dd6,50e219e0,4e02fbd3,7801e8d9,07d7df22,42545ab6,692969eb,eb4d3131,0,0,21660,320,50,2446,3,171,100228,156
1.01E+19,0,14102100,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,3b8fe355,779d90c2,1,0,17653,300,250,1994,2,39,-1,33
1.01E+19,1,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,bc7f9471,8b1aa260,1,0,15705,320,50,1722,0,35,-1,79
1.01E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,77cea175,8a4875bd,1,0,15701,320,50,1722,0,35,-1,79
1.01E+19,0,14102100,1010,1,85f751fd,c4e18dd6,50e219e0,ffc6ffd0,7801e8d9,0f2161f8,e535a0d4,e1d17247,ecb851b2,4,0,21665,320,50,2493,3,35,-1,117
1.01E+19,0,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,42dc93c1,049ddc47,1,0,20352,320,50,2333,0,39,-1,157
1.01E+19,0,14102100,1005,0,030440fe,08ba7db9,76b2941d,ecad2386,7801e8d9,07d7df22,a99f214a,7108daf9,293291c1,1,0,20596,320,50,2161,0,35,-1,157
1.01E+19,0,14102100,1005,1,85f751fd,c4e18dd6,50e219e0,5aa5d8d6,ad63ec9b,0f2161f8,a99f214a,fbdef51a,542422a7,1,0,20984,320,50,2371,0,551,100217,46
1.01E+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,e8937587,d9b5648e,0f2161f8,a99f214a,49331051,aad45b01,1,0,20153,320,50,2307,3,163,-1,61
1.01E+19,0,14102100,1005,0,f9c69707,e16ceb4b,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,20cffc10,32fa85fb,1,0,19665,320,50,2253,2,303,-1,52
1.01E+19,0,14102100,1005,1,93de26ae,7d05db75,335d28a8,ecad2386,7801e8d9,07d7df22,a99f214a,add0827b,5bc52e1d,1,0,18993,320,50,2161,0,35,-1,157
1.01E+19,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,090d3a47,0654b444,0f2161f8,a99f214a,b21f05f1,56f23684,1,2,20596,320,50,2161,0,35,-1,157
1.01E+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,dbbdab8b,8a4875bd,1,0,15704,320,50,1722,0,35,100084,79
1.01E+19,1,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ef8cc324,4ea23a13,1,0,15701,320,50,1722,0,35,-1,79
1.01E+19,0,14102100,1005,1,43d6df75,27e3c518,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,59ac940d,5096d134,1,0,15707,320,50,1722,0,35,-1,79
